neg_pos,token,POS,Wert,Inflektionen
neg,protestieren,vvinf,-0.0048,"protestieret,protestiertet,protestiere,protestier,protestierte,protestierst,protestiert,protestierten,protestierest,protestiertest"
neg,provisorisch,adjx,-0.0048,NA
neg,provozieren,vvinf,-0.3369,"provozierest,provozieret,provoziertest,provoziertet,provozier,provozierte,provozierst,provoziere,provoziert,provozierten"
neg,prügeln,vvinf,-0.0507,"geprügelt,prügl,prügelen,prügelte,prügelten,prügele,prügeltest,prügelt,prügel,prügle,prügeltet,prügelst"
neg,qualvoll,adjx,-0.0048,"qualvollstem,qualvollsten,qualvollstes,qualvollster,qualvollere,qualvolleres,qualvollerer,qualvolle,qualvollen,qualvollst,qualvollem,qualvollste,qualvoller,qualvolleren,qualvollerem,qualvolles"
neg,quälen,vvinf,-0.1929,"quälest,gequält,quältest,quälet,quälte,quälten,quälst,quäle,quältet,quält,quäl"
neg,rabiat,adjx,-0.0402,"rabiaterem,rabiateren,rabiaterer,rabiatestes,rabiates,rabiatester,rabiater,rabiatem,rabiateste,rabiateres,rabiaten,rabiatere,rabiatestem,rabiatesten,rabiatest,rabiate"
neg,radikal,adjx,-0.487,NA
neg,rammen,vvinf,-0.0048,"rammte,ramme,ramm,rammten,rammt,gerammt,rammtest,rammest,rammst,rammet,rammtet"
neg,ramponieren,vvinf,-0.0048,"ramponierest,ramponiertest,ramponier,ramponiere,ramponiert,ramponiertet,ramponierst,ramponieret,ramponierte,ramponierten"
neg,rasend,adjx,-0.0048,"rasenderen,rasenderem,rasendem,rasendste,rasendes,rasende,rasender,rasenderer,rasenderes,rasenden,rasendst,rasendster,rasendstes,rasendere,rasendstem,rasendsten"
neg,rauh,adjx,-0.0286,"rauhste,rauhe,rauhstem,rauhere,rauhsten,rauhes,rauhestem,rauhesten,rauhst,rauheste,rauhester,rauheres,rauherer,rauhestes,rauheren,rauhest,rauher,rauhstes,rauherem,rauhster,rauhem,rauhen"
neg,rausgeschmissen,adjx,-0.1863,NA
neg,rebellisch,adjx,-0.1706,"rebellischst,rebellischere,rebellischster,rebellischerer,rebellisches,rebellischer,rebellischerem,rebellischeren,rebellischstes,rebellischstem,rebellischsten,rebellischem,rebellischeres,rebellischen,rebellische,rebellischste"
neg,rechthaberisch,adjx,-0.0048,"rechthaberischere,rechthaberischem,rechthaberischen,rechthaberische,rechthaberischer,rechthaberisches,rechthaberischerem,rechthaberischeren,rechthaberischste,rechthaberischster,rechthaberischstem,rechthaberischsten,rechthaberischerer,rechthaberischst,rechthaberischstes,rechthaberischeres"
neg,rechtswidrig,adjx,-0.3406,"rechtswidrigere,rechtswidrigerem,rechtswidrigstem,rechtswidrigsten,rechtswidrigeren,rechtswidrigen,rechtswidrigem,rechtswidrigerer,rechtswidrigste,rechtswidrigst,rechtswidrige,rechtswidriger,rechtswidriges,rechtswidrigeres,rechtswidrigstes,rechtswidrigster"
neg,reduzieren,vvinf,-0.0048,"reduzierest,reduziere,reduziert,reduzierst,reduzierte,reduziertet,reduzierten,reduzieret,reduziertest,reduzier"
neg,renitent,adjx,-0.0048,"renitenten,renitenterem,renitenteren,renitentest,renitentem,renitenterer,renitenteste,renitente,renitentestem,renitentesten,renitentestes,renitentere,renitentester,renitentes,renitenter,renitenteres"
neg,repetiv,adjx,-0.0048,NA
neg,riskant,adjx,-0.0482,"riskantestem,riskantesten,riskanteren,riskantes,riskantestes,riskanter,riskanterem,riskantester,riskanteste,riskanten,riskantem,riskante,riskanterer,riskanteres,riskantest,riskantere"
neg,riskieren,vvinf,-0.3328,"riskierest,riskierten,riskier,riskierte,riskierst,riskiertest,riskiere,riskiert,riskieret,riskiertet"
neg,rosten,vvinf,-0.0048,"roste,rost,rostest,gerostet,rostten,rostet,rosttet,rostete,rosteten,rosttest,rostetest,rostetet,rostte"
neg,ruchlos,adjx,-0.037,"ruchloseres,ruchloserer,ruchlosere,ruchlosem,ruchlosen,ruchlosest,ruchlosester,ruchlosestes,ruchloserem,ruchloser,ruchloses,ruchloseren,ruchlose,ruchloseste,ruchlosestem,ruchlosesten"
neg,ruckeln,vvinf,-0.0387,NA
neg,ruinös,adjx,-0.0048,"ruinösem,ruinösere,ruinösen,ruinöseste,ruinöserem,ruinöseren,ruinöserer,ruinöse,ruinösesten,ruinöser,ruinösest,ruinöses,ruinösestem,ruinösester,ruinösestes,ruinöseres"
neg,ruppig,adjx,-0.0048,"ruppigere,ruppigste,ruppigstes,ruppigem,ruppigeren,ruppigerem,ruppigster,ruppigen,ruppiges,ruppigstem,ruppigsten,ruppige,ruppiger,ruppigeres,ruppigst,ruppigerer"
neg,rutschen,vvinf,-0.0048,"rutscht,rutschet,rutsche,rutschten,rutschte,rutschtest,rutschst,rutschtet,rutschest,rutsch,gerutscht"
neg,rächen,vvinf,-0.3489,"rächt,rächtet,rächtest,räche,räch,rächten,rächst,rächet,rächte,gerächt,rächest"
neg,rückläufig,adjx,-0.0544,NA
neg,rücksichtslos,adjx,-0.4754,"rücksichtslosen,rücksichtslosem,rücksichtslosest,rücksichtslosestes,rücksichtslose,rücksichtslosester,rücksichtsloserer,rücksichtsloseres,rücksichtslosestem,rücksichtslosesten,rücksichtsloserem,rücksichtsloseste,rücksichtsloseren,rücksichtslosere,rücksichtsloses,rücksichtsloser"
neg,rückständig,adjx,-0.0048,"rückständiger,rückständigerer,rückständiges,rückständigsten,rückständigerem,rückständigere,rückständigeren,rückständigstem,rückständige,rückständigst,rückständigster,rückständigste,rückständigen,rückständigeres,rückständigstes,rückständigem"
neg,rückwärts,adv,-0.3496,NA
neg,rüde,adjx,-0.0048,"rüdestes,rüdester,rüdestem,rüdesten,rüdee,rüdeer,rüdeere,rüdees,rüdeste,rüdeerem,rüdeeren,rüdeeres,rüdest,rüdeerer,rüdeem,rüdeen"
neg,sabotieren,vvinf,-0.0048,"sabotiert,sabotiertest,sabotier,sabotiertet,sabotieret,sabotierten,sabotierst,sabotierte,sabotierest,sabotiere"
neg,sauer,adjx,-0.0048,"sauerstem,sauerste,sauersten,saurere,sauren,sauerst,saurem,sauerster,saurerer,sauerstes,saureres,saurer,saurerem,saures,saure,saureren"
neg,schade,adjx,-0.0048,"schadee,schadeerem,schadeste,schadeere,schadeeres,schadeerer,schadestem,schadeeren,schadees,schadesten,schadest,schadester,schadeer,schadestes,schadeen,schadeem"
neg,schadhaft,adjx,-0.0048,"schadhaftem,schadhafteste,schadhaften,schadhaftere,schadhafteren,schadhafte,schadhafteres,schadhafter,schadhafterer,schadhaftest,schadhafterem,schadhaftestem,schadhaftesten,schadhaftestes,schadhaftester,schadhaftes"
neg,schal,adjx,-0.0048,"schalst,schale,schalstem,schalsten,schaler,schalere,schales,schaleren,schalerem,schalen,schalster,schalem,schalerer,schalste,schalstes,schaleres"
neg,schamlos,adjx,-0.3332,"schamloser,schamloserem,schamlosestes,schamloseren,schamloses,schamloseres,schamlosere,schamloserer,schamlosesten,schamlosestem,schamlosen,schamlosem,schamlosester,schamlose,schamlosest,schamloseste"
neg,schauerlich,adjx,-0.0048,"schauerlichsten,schauerlicher,schauerlicheres,schauerliches,schauerlichstem,schauerlicherer,schauerliche,schauerlicherem,schauerlicheren,schauerlichem,schauerlichster,schauerlichen,schauerlichst,schauerlichstes,schauerlichste,schauerlichere"
neg,schaurig,adjx,-0.0048,"schaurigstes,schaurigster,schauriges,schauriger,schaurige,schaurigeres,schaurigerer,schaurigerem,schaurigst,schaurigste,schaurigeren,schaurigere,schaurigsten,schaurigem,schaurigen,schaurigstem"
neg,scheiden,vvinf,-0.0557,NA
neg,scheiss,adjx,-0.1838,NA
neg,scheisse,adjx,-0.0226,NA
neg,scheiß,adjx,-0.3381,NA
neg,scheiße,adjx,-0.2945,NA
neg,schelten,vvinf,-0.3143,NA
neg,scheusslich,adjx,-0.0048,NA
neg,scheußlich,adjx,-0.1834,"scheußlicher,scheußlicheres,scheußliches,scheußlichem,scheußlicherer,scheußlichen,scheußlichster,scheußliche,scheußlichsten,scheußlichst,scheußlichstem,scheußlichere,scheußlicheren,scheußlicherem,scheußlichstes,scheußlichste"
neg,schimmelig,adjx,-0.304,NA
neg,schimpfend,adjx,-0.0048,NA
neg,schlaff,adjx,-0.0472,"schlaffem,schlaffen,schlaffste,schlaffst,schlaffes,schlaffer,schlaffstem,schlaffsten,schlaffe,schlafferer,schlafferem,schlafferen,schlaffstes,schlaffere,schlafferes,schlaffster"
neg,schlagen,vvinf,-0.0306,NA
neg,schlapp,adjx,-0.0048,"schlappstes,schlappster,schlappere,schlappsten,schlappstem,schlappe,schlapperen,schlapperem,schlappste,schlappem,schlappen,schlapperer,schlapperes,schlapper,schlappes,schlappst"
neg,schlecht,adjx,-0.7706,"schlechtem,schlechten,schlechteste,schlechtes,schlechtest,schlechte,schlechter,schlechteren,schlechterem,schlechtesten,schlechtestem,schlechtere,schlechtester,schlechteres,schlechterer,schlechtestes"
neg,schleppend,adjx,-0.0048,"schleppendster,schleppende,schleppendstes,schleppenderes,schleppenderer,schleppendstem,schleppendsten,schleppenderem,schleppenderen,schleppendste,schleppendere,schleppendes,schleppender,schleppendst,schleppendem,schleppenden"
neg,schlicht,adjx,-0.623,"schlichtes,schlichtere,schlichtem,schlichten,schlichterem,schlichter,schlichtesten,schlichteres,schlichte,schlichterer,schlichtest,schlichtestem,schlichteren,schlichtester,schlichteste,schlichtestes"
neg,schließen,vvinf,-0.211,NA
neg,schlimm,adjx,-0.1705,"schlimmste,schlimmstem,schlimmsten,schlimmer,schlimmes,schlimmerer,schlimmeren,schlimmerem,schlimmere,schlimmeres,schlimme,schlimmen,schlimmst,schlimmster,schlimmem,schlimmstes"
neg,schlimmer,adjx,-0.6494,NA
neg,schlotterig,adjx,-0.0048,NA
neg,schlottern,vvinf,-0.0048,"schlotterten,schlotter,schlotterst,schlotterte,schlotteren,schlottert,geschlottert,schlottertest,schlottere,schlottertet"
neg,schmerzen,vvinf,-0.3251,"schmerz,schmerzten,schmerztet,schmerzet,schmerztest,schmerzte,geschmerzt,schmerzt,schmerze,schmerzest"
neg,schmerzerfüllt,adjx,-0.0048,"schmerzerfülltest,schmerzerfülltem,schmerzerfüllterer,schmerzerfüllten,schmerzerfülltes,schmerzerfüllter,schmerzerfüllteres,schmerzerfülltesten,schmerzerfüllterem,schmerzerfüllteren,schmerzerfüllteste,schmerzerfülltestem,schmerzerfülltester,schmerzerfülltestes,schmerzerfülltere,schmerzerfüllte"
neg,schmerzhaft,adjx,-0.3182,"schmerzhaftestes,schmerzhaftester,schmerzhaftere,schmerzhaftesten,schmerzhafte,schmerzhafterem,schmerzhaften,schmerzhafteren,schmerzhaftes,schmerzhaftest,schmerzhafter,schmerzhafteste,schmerzhaftestem,schmerzhafterer,schmerzhaftem,schmerzhafteres"
neg,schmerzlich,adjx,-0.0516,"schmerzlicheren,schmerzlichstem,schmerzlichem,schmerzlichen,schmerzlicherer,schmerzlicheres,schmerzlichsten,schmerzlicher,schmerzliches,schmerzlichstes,schmerzlichster,schmerzlichst,schmerzlichste,schmerzliche,schmerzlicherem,schmerzlichere"
neg,schmerzvoll,adjx,-0.0428,"schmerzvolle,schmerzvollstem,schmerzvollsten,schmerzvollste,schmerzvollster,schmerzvollerem,schmerzvolleren,schmerzvollst,schmerzvollstes,schmerzvolleres,schmerzvoller,schmerzvolles,schmerzvollem,schmerzvollen,schmerzvollere,schmerzvollerer"
neg,schmuggeln,vvinf,-0.0048,"schmuggeltest,schmuggelte,schmuggle,schmuggelst,schmuggeltet,schmuggelen,schmuggel,schmuggelt,schmuggl,schmuggelten,schmuggele,geschmuggelt"
neg,schmutzig,adjx,-0.2984,"schmutzigeren,schmutzigstes,schmutzigster,schmutzigerem,schmutzigerer,schmutzigeres,schmutzigen,schmutzigem,schmutzigst,schmutziges,schmutzige,schmutzigste,schmutziger,schmutzigstem,schmutzigsten,schmutzigere"
neg,schocken,vvinf,-0.0396,"schockest,schockst,schockte,schocket,schocktet,schock,schocktest,schockten,schocke,schockt,geschockt"
neg,schockierend,adjx,-0.1933,NA
neg,schonungslos,adjx,-0.461,"schonungsloseste,schonungslosere,schonungsloser,schonungsloserem,schonungsloseren,schonungslosestem,schonungslosesten,schonungsloses,schonungsloserer,schonungslosester,schonungslose,schonungsloseres,schonungslosest,schonungslosem,schonungslosestes,schonungslosen"
neg,schrecklich,adjx,-0.0242,"schrecklicheres,schreckliche,schreckliches,schrecklicher,schrecklichere,schrecklichstem,schrecklichsten,schrecklichster,schrecklichste,schrecklichstes,schrecklicheren,schrecklicherem,schrecklichem,schrecklicherer,schrecklichen,schrecklichst"
neg,schrumpfen,vvinf,-0.0048,"schrumpfst,schrumpfte,schrumpfest,schrumpft,schrumpften,schrumpftest,schrumpftet,schrumpfe,schrumpfet,geschrumpft,schrumpf"
neg,schubsen,vvinf,-0.1756,"schubsten,schubset,geschubst,schubse,schubst,schubstet,schubstest,schubste,schubs,schubsest"
neg,schuftig,adjx,-0.0048,"schuftiger,schuftigstes,schuftiges,schuftige,schuftigen,schuftigere,schuftigste,schuftigem,schuftigsten,schuftigstem,schuftigerem,schuftigeren,schuftigster,schuftigerer,schuftigst,schuftigeres"
neg,schulden,vvinf,-0.0048,"schuldet,schuldeten,schuldten,schuld,geschuldet,schuldetest,schuldtest,schuldtet,schuldete,schulde,schuldte,schuldetet,schuldest"
neg,schuldhaft,adjx,-0.3346,"schuldhaftester,schuldhafteste,schuldhaftestem,schuldhaftesten,schuldhaftest,schuldhaftestes,schuldhafteren,schuldhafterem,schuldhafterer,schuldhafteres,schuldhaften,schuldhaftem,schuldhaftere,schuldhaftes,schuldhafter,schuldhafte"
neg,schuldig,adjx,-0.7968,"schuldigster,schuldigstes,schuldigste,schuldiges,schuldiger,schuldigen,schuldigeren,schuldigerem,schuldige,schuldigem,schuldigeres,schuldigerer,schuldigst,schuldigstem,schuldigsten,schuldigere"
neg,schwach,adjx,-0.9206,"schwächstem,schwächsten,schwächster,schwächstes,schwachem,schwächerem,schwacher,schwaches,schwächere,schwächeren,schwachen,schwache,schwächerer,schwächeres,schwächer,schwächst,schwächste"
neg,schwer,adjx,-0.0048,"schwerstes,schwerster,schwere,schwerst,schwerste,schwerstem,schwersten,schweren,schwerem,schwerere,schwereres,schwererer,schwerer,schwererem,schwereren,schweres"
neg,schwerfällig,adjx,-0.0048,"schwerfälligst,schwerfällige,schwerfälligere,schwerfälligste,schwerfälligerer,schwerfälligeres,schwerfälligem,schwerfälligen,schwerfälligerem,schwerfälliges,schwerfälliger,schwerfälligeren,schwerfälligsten,schwerfälligstem,schwerfälligster,schwerfälligstes"
neg,schwerwiegend,adjx,-0.0048,"schwerwiegenderem,schwerwiegenderen,schwerwiegendstem,schwerwiegendsten,schwerwiegenderer,schwerwiegendere,schwerwiegenderes,schwerwiegendst,schwerwiegendstes,schwerwiegende,schwerwiegendster,schwerwiegenden,schwerwiegendem,schwerwiegendste,schwerwiegender,schwerwiegendes"
neg,schwierig,adjx,-0.0245,"schwierigen,schwierigem,schwierigst,schwierigstem,schwierigsten,schwierigerer,schwierigerem,schwierigeren,schwierige,schwierigster,schwierigste,schwierigere,schwierigstes,schwierigeres,schwieriges,schwieriger"
neg,schwinden,vvinf,-0.0048,NA
neg,schwindlig,adjx,-0.0512,"schwindligste,schwindlige,schwindliges,schwindligeren,schwindligen,schwindligem,schwindligerer,schwindligere,schwindligeres,schwindliger,schwindligstem,schwindligsten,schwindligerem,schwindligster,schwindligst,schwindligstes"
neg,schwächen,vvinf,-0.3372,"schwächest,schwächten,schwäch,schwächet,schwächtest,schwächtet,schwächt,schwächst,schwächte,schwäche,geschwächt"
neg,schwächlich,adjx,-0.3167,"schwächlichsten,schwächlicheren,schwächlicherem,schwächlichstem,schwächlicherer,schwächlicheres,schwächliche,schwächlichere,schwächlichster,schwächlichstes,schwächlichem,schwächlichst,schwächlichen,schwächlichste,schwächlicher,schwächliches"
neg,schäbig,adjx,-0.0421,"schäbigere,schäbigeren,schäbigster,schäbigstes,schäbigerem,schäbigerer,schäbige,schäbigeres,schäbiges,schäbiger,schäbigsten,schäbigstem,schäbigem,schäbigen,schäbigste,schäbigst"
neg,schädigend,adjx,-0.1779,NA
neg,schädigenden,vvinf,-0.3284,NA
neg,schädlich,adjx,-0.9269,"schädlicher,schädlicheren,schädlichem,schädlichen,schädlicheres,schädlicherer,schädliches,schädlichere,schädlichster,schädlichst,schädlichstes,schädliche,schädlichsten,schädlicherem,schädlichstem,schädlichste"
neg,schämen,vvinf,-0.893,"schämt,geschämt,schämtest,schämest,schämten,schämet,schämst,schäme,schämte,schämtet,schäm"
neg,seicht,adjx,-0.1742,"seichteste,seichteres,seichterer,seichteren,seichten,seichtere,seichtem,seichterem,seichtest,seichtestem,seichtesten,seichtes,seichter,seichte,seichtester,seichtestes"
neg,seltsam,adjx,-0.0048,"seltsame,seltsamerem,seltsameren,seltsamstem,seltsamsten,seltsamerer,seltsames,seltsamer,seltsamste,seltsamen,seltsamst,seltsamem,seltsamster,seltsamere,seltsameres,seltsamstes"
neg,senken,vvinf,-0.0596,"senke,senket,senkest,senktet,senktest,senkt,senk,senkte,gesenkt,senkten,senkst"
neg,sinken,vvinf,-0.2064,NA
neg,sinnlos,adjx,-0.6331,"sinnloseste,sinnlosere,sinnloserem,sinnloses,sinnloser,sinnlose,sinnlosen,sinnlosem,sinnlosest,sinnlosestes,sinnlosester,sinnlosestem,sinnlosesten,sinnloseren,sinnloseres,sinnloserer"
neg,skandalös,adjx,-0.0048,"skandalösest,skandalöse,skandalösestem,skandalöserem,skandalöseren,skandalöses,skandalösesten,skandalöser,skandalösere,skandalösestes,skandalösester,skandalösen,skandalösem,skandalöseres,skandalöserer,skandalöseste"
neg,skeptisch,adjx,-0.1985,"skeptischst,skeptischem,skeptischen,skeptisches,skeptischer,skeptischstes,skeptischster,skeptischeren,skeptischstem,skeptischsten,skeptischerem,skeptischere,skeptischerer,skeptischeres,skeptische,skeptischste"
neg,skrupellos,adjx,-0.1814,"skrupellosestem,skrupellosesten,skrupelloser,skrupellosester,skrupellose,skrupelloses,skrupellosest,skrupelloserer,skrupelloseres,skrupelloserem,skrupelloseren,skrupelloseste,skrupellosere,skrupellosem,skrupellosestes,skrupellosen"
neg,sorgen,vvinf,-0.0048,"sorgte,sorgst,sorgten,sorgt,gesorgt,sorgtet,sorgtest,sorg,sorget,sorgest,sorge"
neg,sorgenschwer,adjx,-0.0048,"sorgenschwere,sorgenschwereren,sorgenschwerster,sorgenschwerstes,sorgenschwersten,sorgenschwererem,sorgenschwerere,sorgenschwerer,sorgenschwerste,sorgenschweres,sorgenschwerem,sorgenschweren,sorgenschwerstem,sorgenschwerst,sorgenschwererer,sorgenschwereres"
neg,sprengen,vvinf,-0.0048,"sprengt,sprengest,sprenget,spreng,sprengten,sprengst,sprengte,sprengtet,sprengtest,sprenge,gesprengt"
neg,spröde,adjx,-0.038,"sprödees,sprödeerem,sprödeere,sprödeeres,sprödest,sprödeerer,sprödestem,sprödesten,sprödeeren,sprödester,sprödeste,sprödestes,sprödee,sprödeem,sprödeen,sprödeer"
neg,stagnieren,vvinf,-0.0048,NA
neg,starr,adjx,-0.0048,"starre,starrerer,starreres,starrere,starrst,starrerem,starreren,starrsten,starrste,starrstem,starrstes,starrster,starres,starrer,starrem,starren"
neg,statisch,adjx,-0.0048,"statischere,statische,statischem,statischsten,statischste,statischstem,statischen,statischst,statischster,statischstes,statischer,statisches,statischeres,statischerer,statischerem,statischeren"
neg,stehlen,vvinf,-0.4944,NA
neg,stilllegen,vvinf,-0.0048,"stilllegte,stilllegst,stillleget,stilllegten,stilllegest,stillleg,stillgelegt,stilllegt,stilllege,stilllegtet,stilllegtest"
neg,stillstehen,vvinf,-0.0048,NA
neg,stinken,vvinf,-0.1634,NA
neg,stocken,vvinf,-0.0048,"stocktest,stock,stocktet,stockest,stockte,stockst,stocket,stockten,stockt,stocke,gestockt"
neg,stornieren,vvinf,-0.0048,"storniertet,storniere,stornierten,storniert,storniertest,stornierst,stornierte,stornieret,stornier,stornierest"
neg,stottern,vvinf,-0.0435,"stottertest,gestottert,stotterten,stotterst,stotteren,stottertet,stotterte,stottere,stottert,stotter"
neg,stoßen,vvinf,-0.3563,NA
neg,strafbar,adjx,-0.3468,"strafbarster,strafbarere,strafbarstes,strafbarste,strafbarstem,strafbarsten,strafbarst,strafbare,strafbarerem,strafbareren,strafbaren,strafbarem,strafbarerer,strafbarer,strafbareres,strafbares"
neg,streiken,vvinf,-0.044,"streikten,streikst,streiket,streikte,streik,streikest,streiktet,streiktest,streikt,streike,gestreikt"
neg,streiten,vvinf,-0.0302,NA
neg,streng,adjx,-0.3571,NA
neg,strittig,adjx,-0.3249,NA
neg,stumpfsinnig,adjx,-0.0048,"stumpfsinnigstem,stumpfsinnigsten,stumpfsinniges,stumpfsinniger,stumpfsinnige,stumpfsinnigerem,stumpfsinnigeren,stumpfsinnigeres,stumpfsinnigerer,stumpfsinnigem,stumpfsinnigste,stumpfsinnigster,stumpfsinnigere,stumpfsinnigen,stumpfsinnigst,stumpfsinnigstes"
neg,stupide,adjx,-0.0048,"stupidesten,stupidester,stupidest,stupidestes,stupidestem,stupideerem,stupideen,stupideeren,stupideem,stupideere,stupideer,stupideerer,stupideeres,stupidee,stupideste,stupidees"
neg,stur,adjx,-0.1837,"stursten,sturster,sturstes,sturst,sture,sturstem,stureres,sturer,sturerer,sturere,sturste,stures,sturerem,sturem,sturen,stureren"
neg,stören,vvinf,-0.333,"störten,gestört,störtet,stört,störst,störte,störe,stör,störet,störest,störtest"
neg,stümperhaft,adjx,-0.0048,"stümperhafteren,stümperhafterer,stümperhaftestem,stümperhaftesten,stümperhafteres,stümperhafter,stümperhaftes,stümperhaftem,stümperhaften,stümperhaftere,stümperhafterem,stümperhafte,stümperhaftestes,stümperhaftester,stümperhafteste,stümperhaftest"
neg,stürmisch,adjx,-0.0048,"stürmischsten,stürmischer,stürmisches,stürmischstem,stürmischeres,stürmischste,stürmischstes,stürmischerer,stürmische,stürmischem,stürmischerem,stürmischeren,stürmischst,stürmischster,stürmischen,stürmischere"
neg,stürzen,vvinf,-0.1975,"stürze,stürz,stürzt,stürzet,gestürzt,stürzest,stürztet,stürzte,stürztest,stürzten"
neg,suboptimal,adjx,-0.0048,NA
neg,tadel,vvinf,-0.0048,NA
neg,tadeln,vvinf,-0.3234,"tadelten,tadelt,tadele,tadel,tadelst,getadelt,tadelte,tadl,tadle,tadeltet,tadeltest,tadelen"
neg,tadelnswert,adjx,-0.0048,"tadelnswerter,tadelnswertes,tadelnswertsten,tadelnswertstem,tadelnswertere,tadelnswerte,tadelnswertstes,tadelnswerterer,tadelnswerteres,tadelnswertst,tadelnswertste,tadelnswertster,tadelnswerten,tadelnswertem,tadelnswerterem,tadelnswerteren"
neg,tatenlos,adjx,-0.0048,"tatenlosste,tatenlosst,tatenlose,tatenlosstes,tatenloseres,tatenlosster,tatenloserer,tatenlosstem,tatenlossten,tatenlosere,tatenloser,tatenloses,tatenlosen,tatenloserem,tatenlosem,tatenloseren"
neg,terrorisieren,vvinf,-0.0048,"terrorisierst,terrorisierest,terrorisier,terrorisierte,terrorisierten,terrorisiere,terrorisiert,terrorisiertet,terrorisieret,terrorisiertest"
neg,teuer,adjx,-0.2716,"teuren,teurem,teure,teurerer,teuerstes,teureres,teuerst,teureren,teures,teurer,teurerem,teurere,teuerste,teuerster,teuersten,teuerstem"
neg,teuflisch,adjx,-0.1677,NA
neg,tot,adjx,-0.1683,"totere,toterem,toteren,totes,toter,totem,tote,toten,toteste,totestem,totesten,toterer,totestes,totest,totester,toteres"
neg,totalitär,adjx,-0.0048,NA
neg,tragisch,adjx,-0.1847,NA
neg,trauern,vvinf,-0.1945,"trauertet,trauerte,trauer,trauerst,trauertest,getrauert,trauerten,traueren,trauere,trauert"
neg,traumatisch,adjx,-0.0048,"traumatischste,traumatische,traumatischeres,traumatischerer,traumatischeren,traumatischerem,traumatischster,traumatisches,traumatischer,traumatischstes,traumatischen,traumatischst,traumatischem,traumatischsten,traumatischere,traumatischstem"
neg,traumatisieren,vvinf,-0.0048,NA
neg,traurig,adjx,-0.1266,NA
neg,trennen,vvinf,-0.5033,"trennst,trennten,trennte,trenntest,trennt,trenne,trennet,trennest,trenn,trenntet,getrennt"
neg,trist,adjx,-0.0424,"tristeren,tristerem,tristestes,tristeres,tristerer,tristest,tristesten,tristestem,tristester,tristeste,tristere,triste,tristen,tristem,tristes,trister"
neg,trostlos,adjx,-0.0467,"trostlosster,trostlosstes,trostlosere,trostloseren,trostloser,trostlossten,trostloses,trostloserem,trostlosstem,trostloseres,trostlosst,trostloserer,trostlosem,trostlosste,trostlosen,trostlose"
neg,trottelig,adjx,-0.0048,"trotteligeren,trotteligste,trotteligerem,trotteliger,trotteligsten,trotteligstes,trotteligster,trotteliges,trotteligstem,trotteligere,trottelige,trotteligem,trotteligen,trotteligeres,trotteligerer,trotteligst"
neg,trotten,vvinf,-0.0048,"trottte,trottet,getrottet,trott,trotttet,trotttest,trotte,trottest,trottten,trotteten,trottetet,trottetest,trottete"
neg,trotzen,vvinf,-0.0048,"trotztest,trotz,trotzten,trotzt,trotzte,trotzest,getrotzt,trotze,trotzet,trotztet"
neg,träge,adjx,-0.3272,"trägestem,trägesten,trägee,trägeste,trägeem,trägeen,trägeerem,trägeeren,trägeer,trägeerer,trägeeres,trägees,trägestes,trägest,trägester,trägeere"
neg,trüb,adjx,-0.0048,"trübste,trübere,trübsten,trüben,trübstem,trübem,trübst,trüberer,trüberes,trübster,trübes,trübstes,trüberem,trüberen,trüber,trübe"
neg,trügerisch,adjx,-0.1874,"trügerischere,trügerische,trügerischstem,trügerischsten,trügerischen,trügerischem,trügerischer,trügerisches,trügerischstes,trügerischster,trügerischerer,trügerischste,trügerischeres,trügerischeren,trügerischst,trügerischerem"
neg,turbulent,adjx,-0.0048,"turbulenten,turbulenterer,turbulenteres,turbulenteren,turbulenterem,turbulentem,turbulentesten,turbulentere,turbulenteste,turbulentestem,turbulentester,turbulentestes,turbulentest,turbulente,turbulentes,turbulenter"
neg,tyrannisch,adjx,-0.0048,"tyrannischstes,tyrannischerem,tyrannischeren,tyrannischster,tyrannischerer,tyrannischeres,tyrannischen,tyrannischem,tyrannische,tyrannischere,tyrannisches,tyrannischer,tyrannischst,tyrannischsten,tyrannischste,tyrannischstem"
neg,täuschen,vvinf,-0.6192,"täuschtet,täuschtest,täuschet,täusch,täuscht,täusche,getäuscht,täuschst,täuschten,täuschte,täuschest"
neg,tödlich,adjx,-0.3487,"tödlichere,tödlichsten,tödlichem,tödlichen,tödlichst,tödlichstem,tödlichstes,tödlichster,tödliches,tödlichste,tödlicher,tödlicheres,tödlicherer,tödlicheren,tödlicherem,tödliche"
neg,töricht,adjx,-0.471,"törichterem,törichtsten,törichteren,törichtstes,törichtster,törichter,törichtes,törichtste,törichtere,törichtst,törichterer,törichteres,törichte,törichtem,törichten,törichtstem"
neg,töten,vvinf,-0.5203,"tötetet,getötet,tötte,tötet,tötete,töttest,töte,tötten,tötetest,töttet,töt,töteten,tötest"
neg,umgetauscht,adjx,-0.0048,NA
neg,umstritten,adjx,-0.0048,"umstrittenst,umstrittenerer,umstritteneres,umstrittenstes,umstrittenster,umstrittensten,umstrittene,umstrittenstem,umstrittener,umstrittenes,umstrittenen,umstrittenem,umstrittenere,umstritteneren,umstrittenste,umstrittenerem"
neg,umständlich,adjx,-0.3487,"umständliche,umständlichst,umständlichstes,umständlichster,umständlicher,umständliches,umständlichen,umständlichem,umständlichstem,umständlichsten,umständlichste,umständlicherem,umständlicheren,umständlicheres,umständlichere,umständlicherer"
